clause_id,doc_id,section,text,subject_gt,obligation_gt,condition_gt,threshold_gt,deadline_gt,exception_gt,human_reviewed
OBL-0605,basel3,Section XI,"Banks must use the BA-CVA unless they receive approval from their
relevant supervisory authority to use the SA-CVA.2
6.",Banks,must use the BA-CVA,unless they receive approval from their relevant supervisory authority to use the SA-CVA,,,approval from their relevant supervisory authority to use the SA-CVA,TRUE
OBL-0606,basel3,Section XI,"CVA capital for all carved out netting sets
must be calculated via the BA-CVA.",CVA capital,CVA capital for all carved out netting sets must be calculated via the BA-CVA,for all carved out netting sets,,,,TRUE
OBL-0607,basel3,Section XI,"If chosen, this treatment must be applied to the bank’s entire portfolio instead of
the BA-CVA or the SA-CVA.",bank,must be applied to the bank's entire portfolio instead of the BA-CVA or the SA-CVA,"If chosen, this treatment",,,,TRUE
OBL-0608,basel3,Section XI,"Basel III: Finalising post-crisis reforms 109
• All external CVA hedges (whether eligible or not) that are covered transactions must be included
in the CVA calculation for the counterparty to the hedge.",regulated entities subject to CVA calculations,must include all external CVA hedges that are covered transactions in the CVA calculation for the counterparty to the hedge,external CVA hedges are covered transactions,,,,TRUE
OBL-0609,basel3,Section XI,"• All eligible external CVA hedges must be excluded from a bank’s market risk capital charge
calculations in the trading book.",bank,must exclude all eligible external CVA hedges from market risk capital charge calculations in the trading book,hedges are eligible external CVA hedges,,,,TRUE
OBL-0610,basel3,Section XI,"The reduced BA-CVA is also part of the full BA-CVA capital calculations as a conservative means to
restrict hedging efficiency, so all banks using the BA-CVA must make these calculations.",all banks using the BA-CVA,must make these calculations,using the BA-CVA,,,,TRUE
OBL-0611,basel3,Section XI,Eligible single-name credit instruments must: (i) reference the counterparty directly;,Eligible single-name credit instruments,must reference the counterparty directly,,,,,TRUE
OBL-0612,basel3,Section XI,Banks that intend to use the full version of BA-CVA must calculate K reduced as well.,Banks,must calculate K reduced as well,that intend to use the full version of BA-CVA,,,,TRUE
OBL-0613,basel3,Section XI,"Under the full
version, capital requirement for CVA risk K full is calculated as follows:
( )
K =β⋅K + 1−β ⋅K
full reduced hedged
where β=0.25 and is the supervisory parameter that is used to provide a floor that limits the extent to
which hedging can reduce the capital that is required to cover CVA risk.",capital requirement for CVA risk K full,calculate capital requirement for CVA risk using the specified formula K full = β⋅K reduced + (1−β)⋅K hedged,under the full version,β=0.25,,,TRUE
OBL-0614,basel3,Section XI,"The SA-CVA must be calculated and reported to supervisors at the same monthly frequency as
the SA-TB.",regulated entity,calculate and report the SA-CVA to supervisors,at the same monthly frequency as the SA-TB,,monthly frequency,,TRUE
OBL-0615,basel3,Section XI,"In addition, banks using the SA-CVA must calculate, and have the ability to produce to their
supervisors, SA-CVA calculations on demand.",banks using the SA-CVA,"must calculate, and have the ability to produce to their supervisors, SA-CVA calculations on demand",using the SA-CVA,,on demand,,TRUE
OBL-0616,basel3,Section XI,"Sensitivities must be computed by banks in
accordance with the sensitivity validation standards described for the SA-TB in the revised market risk
standard.",banks,must compute sensitivities in accordance with the sensitivity validation standards described for the SA-TB in the revised market risk standard,,,,,TRUE
OBL-0617,basel3,Section XI,"The minimum criteria for the SA-CVA eligibility include the following:
• A bank must be able to model exposure and calculate, on at least a monthly basis, CVA and CVA
sensitivities to the market risk factors specified in Section C.6 of this framework.",A bank,must be able to model exposure and calculate CVA and CVA sensitivities to the market risk factors specified in Section C.6 of this framework,for the SA-CVA eligibility,on at least a monthly basis,,,TRUE
OBL-0618,basel3,Section XI,"• A bank must have a CVA desk (or a similar dedicated function) responsible for risk management
and hedging of CVA.",A bank,must have a CVA desk (or a similar dedicated function) responsible for risk management and hedging of CVA,,,,,TRUE
OBL-0619,basel3,Section XI,"Calculations of regulatory CVA must be performed for each counterparty with which a bank has at
least one covered position.",bank,perform calculations of regulatory CVA for each counterparty,bank has at least one covered position with the counterparty,at least one covered position,,,TRUE
OBL-0620,basel3,Section XI,"Regulatory CVA at a counterparty level must be calculated according to the following principles,
with the bank’s adherence to the principles to be demonstrated by the bank to its relevant supervisor:
• Regulatory CVA must be calculated as the expectation of future losses resulting from default of
the counterparty under the assumption that the bank itself is default risk-free.",bank,must calculate Regulatory CVA at a counterparty level according to specified principles and demonstrate adherence to supervisor,when calculating Regulatory CVA at a counterparty level,,,,TRUE
OBL-0621,basel3,Section XI,"• The calculation must be based on at least the following inputs: (i) term structure of market-
implied probability of default (PD);",The calculation,The calculation must be based on at least the following inputs: (i) term structure of market-implied probability of default (PD),,at least,,,TRUE
OBL-0622,basel3,Section XI,"• The term structure of market-implied PD must be estimated from credit spreads observed in the
markets.",The term structure of market-implied PD,The term structure of market-implied PD must be estimated from credit spreads observed in the markets,,,,,TRUE
OBL-0623,basel3,Section XI,"For counterparties whose credit is not actively traded (ie illiquid counterparties), the
market-implied PD must be estimated from proxy credit spreads estimated for these
counterparties according to the following requirements:
− A bank must estimate the credit spread curves of illiquid counterparties from credit spreads
observed in the markets of the counterparty’s liquid peers via an algorithm that discriminates
on at least three variables: a measure of credit quality (eg rating), industry, and",A bank,"must estimate the credit spread curves of illiquid counterparties from credit spreads observed in the markets of the counterparty's liquid peers via an algorithm that discriminates on at least three variables: a measure of credit quality (eg rating), industry, and","For counterparties whose credit is not actively traded (ie illiquid counterparties), when the market-implied PD must be estimated from proxy credit spreads",at least three variables,,,TRUE
OBL-0624,basel3,Section XI,"A bank
must justify to its supervisor every case of mapping to single names.",A bank,must justify to its supervisor every case of mapping to single names,every case of mapping to single names,,,,TRUE
OBL-0625,basel3,Section XI,"However,
where historical PDs are used as part of this assessment, the resulting spread cannot be
based on historical PD only – it must relate to credit markets.",,the resulting spread cannot be based on historical PD only – it must relate to credit markets,where historical PDs are used as part of this assessment,,,,TRUE
OBL-0626,basel3,Section XI,"• The market-consensus ELGD value used for regulatory CVA calculation must be the same as the
one used to calculate the risk-neutral PD from credit spreads unless the bank can demonstrate
that the seniority of the derivative exposure differs from the seniority of senior unsecured bonds.",bank,The market-consensus ELGD value used for regulatory CVA calculation must be the same as the one used to calculate the risk-neutral PD from credit spreads,,,,unless the bank can demonstrate that the seniority of the derivative exposure differs from the seniority of senior unsecured bonds,TRUE
OBL-0627,basel3,Section XI,"• All market risk factors material for the transactions with a counterparty must be simulated as
stochastic processes for an appropriate number of paths defined on an appropriate set of future
time points extending to the maturity of the longest transaction.",regulated entity conducting market risk analysis,must simulate all material market risk factors as stochastic processes for an appropriate number of paths defined on an appropriate set of future time points extending to the maturity of the longest transaction,for transactions with a counterparty where market risk factors are material,,extending to the maturity of the longest transaction,,TRUE
OBL-0628,basel3,Section XI,"− All documentation used in collateralised transactions must be binding on all parties and
legally enforceable in all relevant jurisdictions.",All documentation used in collateralised transactions,Must be binding on all parties and legally enforceable in all relevant jurisdictions,In collateralised transactions,,,,TRUE
OBL-0629,basel3,Section XI,"Banks must have conducted sufficient legal
review to verify this and have a well-founded legal basis to reach this conclusion, and
undertake such further review as necessary to ensure continuing enforceability.",Banks,"must have conducted sufficient legal review to verify this and have a well-founded legal basis to reach this conclusion, and undertake such further review as necessary to ensure continuing enforceability",,,,,TRUE
OBL-0630,basel3,Section XI,"• For margined counterparties, the exposure simulation must capture the effects of margining
collateral that is recognised as a risk mitigant along each exposure path.",regulated entity conducting exposure simulation,must capture the effects of margining collateral that is recognised as a risk mitigant along each exposure path,for margined counterparties,,,,TRUE
OBL-0631,basel3,Section XI,"All the relevant
contractual features such as the nature of the margin agreement (unilateral vs bilateral), the
frequency of margin calls, the type of collateral, thresholds, independent amounts, initial margins
and minimum transfer amounts must be appropriately captured by the exposure model.",the exposure model,"must appropriately capture all relevant contractual features in the exposure model including nature of margin agreement, frequency of margin calls, type of collateral, thresholds, independent amounts, initial margins and minimum transfer amounts",,,,,TRUE
OBL-0632,basel3,Section XI,"To
determine collateral available to a bank at a given exposure measurement time point, the
exposure model must assume that the counterparty will not post or return any collateral within a
certain time period immediately prior to that time point.",exposure model,must assume that the counterparty will not post or return any collateral within a certain time period immediately prior to that time point,when determining collateral available to a bank at a given exposure measurement time point,,,,TRUE
OBL-0633,basel3,Section XI,"Model calibration process (with the exception of the MPoR), market and
transaction data used for regulatory CVA calculation must be the same as the ones used for accounting
CVA calculation.",regulated entity,"must use the same model calibration process, market and transaction data for regulatory CVA calculation as used for accounting CVA calculation",with the exception of the MPoR,,,MPoR (Margin Period of Risk),TRUE
OBL-0634,basel3,Section XI,"The generation of market risk factor paths underlying the exposure models must satisfy the
following requirements, with the bank’s adherence to these requirements to be demonstrated by the bank
to its relevant supervisor:
• Drifts of risk factors must be consistent with a risk-neutral probability measure.",bank,ensure that drifts of risk factors in market risk factor paths underlying exposure models are consistent with a risk-neutral probability measure and demonstrate adherence to requirements to relevant supervisor,when generating market risk factor paths underlying exposure models,,,,TRUE
OBL-0635,basel3,Section XI,"• The volatilities and correlations of market risk factors must be calibrated to market data whenever
sufficient data exists in a given market.",The regulated entity,must calibrate the volatilities and correlations of market risk factors to market data,whenever sufficient data exists in a given market,,,,TRUE
OBL-0636,basel3,Section XI,"• The distribution of modelled risk factors must account for the possible non-normality of the
distribution of exposures, including the existence of leptokurtosis (“fat tails”), where appropriate.",The distribution of modelled risk factors,"The distribution of modelled risk factors must account for the possible non-normality of the distribution of exposures, including the existence of leptokurtosis (""fat tails"")",where appropriate,,,,TRUE
OBL-0637,basel3,Section XI,"In particular, all components of accounting-
based exposure models must be independently validated.",all components of accounting-based exposure models,must be independently validated,,,,,TRUE
OBL-0638,basel3,Section XI,"The following requirements apply, with the bank’s adherence to these requirements to be
demonstrated by the bank to its relevant supervisor:
• Exposure models used for calculating regulatory CVA must be part of a CVA risk management
framework that includes the identification, measurement, management, approval and internal
116 Basel III: Finalising post-crisis reforms
reporting of CVA market risk.",the bank,"Exposure models used for calculating regulatory CVA must be part of a CVA risk management framework that includes the identification, measurement, management, approval and internal reporting of CVA market risk",with the bank's adherence to these requirements to be demonstrated by the bank to its relevant supervisor,,,,TRUE
OBL-0639,basel3,Section XI,"A bank must have a credible track record in using these exposure
models for calculating CVA and CVA sensitivities to market risk factors.",A bank,must have a credible track record in using these exposure models for calculating CVA and CVA sensitivities to market risk factors,,,,,TRUE
OBL-0640,basel3,Section XI,"• Senior management should be actively involved in the risk control process and must regard CVA
risk control as an essential aspect of the business to which significant resources need to be
devoted.",Senior management,should be actively involved in the risk control process and must regard CVA risk control as an essential aspect of the business to which significant resources need to be devoted,,,,,TRUE
OBL-0641,basel3,Section XI,"• Banks must have a process in place for ensuring compliance with a documented set of internal
policies, controls and procedures concerning the operation of the exposure system used for
accounting CVA calculations.",Banks,"must have a process in place for ensuring compliance with a documented set of internal policies, controls and procedures concerning the operation of the exposure system used for accounting CVA calculations",,,,,TRUE
OBL-0642,basel3,Section XI,"• Banks must have an independent control unit that is responsible for the effective initial and
ongoing validation of the exposure models.",Banks,must have an independent control unit that is responsible for the effective initial and ongoing validation of the exposure models,,,,,TRUE
OBL-0643,basel3,Section XI,"This unit must be independent from business credit
and trading units (including the CVA desk), must be adequately staffed and must report directly
to senior management of the firm.",This unit,"must be independent from business credit and trading units (including the CVA desk), must be adequately staffed and must report directly to senior management of the firm",,,,,TRUE
OBL-0644,basel3,Section XI,"• Banks must document the process for initial and ongoing validation of their exposure models to
a level of detail that would enable a third party to understand how the model operates, its
limitations, and its key assumptions;",Banks,must document the process for initial and ongoing validation of their exposure models,,"to a level of detail that would enable a third party to understand how the model operates, its limitations, and its key assumptions",,,TRUE
OBL-0645,basel3,Section XI,"This documentation must set out
the minimum frequency with which ongoing validation will be conducted as well as other
circumstances (such as a sudden change in market behaviour).",This documentation,must set out the minimum frequency with which ongoing validation will be conducted as well as other circumstances,such as a sudden change in market behaviour,minimum frequency,,,TRUE
OBL-0646,basel3,Section XI,"In addition, the documentation
must describe how the validation is conducted with respect to data flows and portfolios, what
analyses are used and how representative counterparty portfolios are constructed.",the documentation,"the documentation must describe how the validation is conducted with respect to data flows and portfolios, what analyses are used and how representative counterparty portfolios are constructed",,,,,TRUE
OBL-0647,basel3,Section XI,"• The pricing models used to calculate exposure for a given path of market risk factors must be
tested against appropriate independent benchmarks for a wide range of market states as part of
the initial and ongoing model validation process.",regulated entity using pricing models for market risk exposure calculation,must test pricing models against appropriate independent benchmarks for a wide range of market states as part of initial and ongoing model validation process,when using pricing models to calculate exposure for a given path of market risk factors,,,,TRUE
OBL-0648,basel3,Section XI,"Pricing models for options must account for
the non-linearity of option value with respect to market risk factors.",Pricing models for options,must account for the non-linearity of option value with respect to market risk factors,,,,,TRUE
OBL-0649,basel3,Section XI,"• Banks must define criteria on which to assess the exposure models and their inputs and have a
written policy in place to describe the process by which unacceptable performance will be
determined and remedied.",Banks,must define criteria on which to assess the exposure models and their inputs and have a written policy in place to describe the process by which unacceptable performance will be determined and remedied,,,,,TRUE
OBL-0650,basel3,Section XI,"• An exposure model must capture transaction-specific information in order to aggregate
exposures at the level of the netting set.",exposure model,must capture transaction-specific information in order to aggregate exposures at the level of the netting set,,,,,TRUE
OBL-0651,basel3,Section XI,"Banks must verify that transactions are assigned to the
appropriate netting set within the model.",Banks,must verify that transactions are assigned to the appropriate netting set within the model,,,,,TRUE
OBL-0652,basel3,Section XI,"• The exposure models must reflect transaction terms and specifications in a timely, complete, and
conservative fashion.",The exposure models,"The exposure models must reflect transaction terms and specifications in a timely, complete, and conservative fashion",,,timely,,TRUE
OBL-0653,basel3,Section XI,"The terms and specifications must reside in a secure database that is subject
to formal and periodic audit.",The terms and specifications,The terms and specifications must reside in a secure database that is subject to formal and periodic audit,,,,,TRUE
OBL-0654,basel3,Section XI,"The transmission of transaction terms and specifications data to the
exposure model must also be subject to internal audit, and formal reconciliation processes must
be in place between the internal model and source data systems to verify on an ongoing basis
that transaction terms and specifications are being reflected in the exposure system correctly or
at least conservatively.",regulated financial entity,must subject transmission of transaction terms and specifications data to internal audit and establish formal reconciliation processes to verify data accuracy,when transmitting transaction terms and specifications data to the exposure model,,ongoing basis,,TRUE
OBL-0655,basel3,Section XI,"• The current and historical market data must be acquired independently of the lines of business
and be compliant with accounting.",The current and historical market data,The current and historical market data must be acquired independently of the lines of business and be compliant with accounting,,,,,TRUE
OBL-0656,basel3,Section XI,"They must be fed into the exposure model in a timely and
complete fashion, and maintained in a secure database subject to formal and periodic audit.",They,"must be fed into the exposure model in a timely and complete fashion, and maintained in a secure database subject to formal and periodic audit",,,timely,,TRUE
OBL-0657,basel3,Section XI,"Banks must also have a well-developed data integrity process to handle the data of erroneous
and/or anomalous observations.",Banks,must have a well-developed data integrity process to handle the data of erroneous and/or anomalous observations,,,,,TRUE
OBL-0658,basel3,Section XI,"To the extent that the exposure model relies on proxy market
data, internal policies must identify suitable proxies and the bank must demonstrate empirically
on an ongoing basis that the proxy provides a conservative representation of the underlying risk
under adverse market conditions.","internal policies, the bank",must identify suitable proxies and must demonstrate empirically on an ongoing basis that the proxy provides a conservative representation of the underlying risk under adverse market conditions,to the extent that the exposure model relies on proxy market data,,on an ongoing basis,,TRUE
OBL-0659,basel3,Section XI,"If an instrument is deemed as an eligible hedge for credit spread delta risk, it must be assigned
in its entirety (see footnote 7) either to the counterparty credit spread or to the reference credit spread
risk type.",an instrument,must be assigned in its entirety either to the counterparty credit spread or to the reference credit spread risk type,If an instrument is deemed as an eligible hedge for credit spread delta risk,,,,TRUE
OBL-0660,basel3,Section XI,"When CVA sensitivities for vega risk are calculated, the volatility shift must apply to both types of
volatilities that appear in exposure models: (i) volatilities used for generating risk factor paths;",regulated entities calculating CVA sensitivities,"must apply volatility shift to both types of volatilities that appear in exposure models, including volatilities used for generating risk factor paths",when CVA sensitivities for vega risk are calculated,,,,TRUE
OBL-0661,basel3,Section XI,"CVA sensitivities for vega risk are always material and must be
calculated regardless of whether or not the portfolio includes options.",CVA sensitivities for vega risk,must be calculated,regardless of whether or not the portfolio includes options,,,,TRUE
OBL-0662,basel3,Section XI,"If a hedging instrument is an index, its sensitivities to all risk factors upon which the value of the
index depends must be calculated.",hedging instrument,its sensitivities to all risk factors upon which the value of the index depends must be calculated,if a hedging instrument is an index,,,,TRUE
OBL-0663,basel3,Section XI,"The index sensitivity to risk factor k must be calculated via applying the
shift of risk factor k to all index constituents that depend on this risk factor and recalculating the index.",The regulated entity (implied),must calculate the index sensitivity to risk factor k via applying the shift of risk factor k to all index constituents that depend on this risk factor and recalculating the index,when calculating index sensitivity to risk factor k,,,,TRUE
OBL-0664,basel3,Section XI,"For example, to calculate delta sensitivity of S&P500 to large financial companies, banks must apply the
relevant shift to equity prices of all large financial companies that are constituents of S&P500 and re-
compute the index.",banks,must apply the relevant shift to equity prices of all large financial companies that are constituents of S&P500 and re-compute the index,to calculate delta sensitivity of S&P500 to large financial companies,,,,TRUE
OBL-0665,basel3,Section XI,"Weighted sensitivities must be aggregated into a capital charge K b within each bucket b (the
buckets and correlation parameters ρ applicable to each risk type are specified in Section C.6).",Weighted sensitivities,Weighted sensitivities must be aggregated into a capital charge K b within each bucket b,within each bucket b,,,,TRUE
OBL-0666,basel3,Section XI,"Bucket-level capital charges must then be aggregated across buckets within each risk type (the
correlation parameters γ applicable to each risk type are specified in Section C.6.",,Bucket-level capital charges must be aggregated across buckets within each risk type,correlation parameters γ applicable to each risk type are specified in Section C.6,,,,TRUE
OBL-0667,basel3,Section XI,"• To assign a risk exposure to a sector, banks must rely on a classification that is commonly used
in the market for grouping issuers by industry sector.",banks,must rely on a classification that is commonly used in the market for grouping issuers by industry sector,To assign a risk exposure to a sector,,,,TRUE
OBL-0668,basel3,Section XI,"The bank must assign each issuer to one of
the sector buckets in the table above and it must assign all issuers from the same industry to the
same sector.",The bank,must assign each issuer to one of the sector buckets in the table above and must assign all issuers from the same industry to the same sector,,,,,TRUE
OBL-0669,basel3,Section XI,"Risk positions from any issuer that a bank cannot assign to a sector in this fashion
must be assigned to the “other sector” (ie bucket 11).",bank,"must be assigned to the ""other sector"" (ie bucket 11)",Risk positions from any issuer that a bank cannot assign to a sector in this fashion,,,,TRUE
OBL-0670,basel3,Section XI,"For multinational multi-sector equity
issuers, the allocation to a particular bucket must be done according to the most material region
and sector in which the issuer operates.",multinational multi-sector equity issuers,allocation to a particular bucket must be done according to the most material region and sector in which the issuer operates,for multinational multi-sector equity issuers,,,,TRUE
OBL-0671,basel3,Section XI,"That is, a bank with losses that
are high relative to its BIC is required to hold higher capital due to the incorporation of internal losses into
the calculation methodology.",a bank,required to hold higher capital,with losses that are high relative to its BIC,losses that are high relative to its BIC,,,TRUE
OBL-0672,basel3,Section XI,"That
is, a bank with losses that are low relative to its BIC is required to hold lower capital due to the
incorporation of internal losses into the calculation methodology.",a bank,is required to hold lower capital due to the incorporation of internal losses into the calculation methodology,with losses that are low relative to its BIC,,,,TRUE
OBL-0673,basel3,Section XI,"The calculation of average losses in the Loss Component must be based on 10 years of high-
quality annual loss data.",The regulated entity performing the calculation,must base the calculation of average losses in the Loss Component on high-quality annual loss data,when calculating average losses in the Loss Component,10 years of high-quality annual loss data,,,TRUE
OBL-0674,basel3,Section XI,"As part of the transition to the standardised approach, banks that do not have 10 years of high-
quality loss data may use a minimum of five years of data to calculate the Loss Component.4 Banks that
do not have five years of high-quality loss data must calculate the capital requirement based solely on the
BI Component.",banks,may use a minimum of five years of data to calculate the Loss Component / must calculate the capital requirement based solely on the BI Component,As part of the transition to the standardised approach / that do not have 10 years of high-quality loss data / that do not have five years of high-quality loss data,10 years of high-quality loss data / minimum of five years of data / five years of high-quality loss data,,,TRUE
OBL-0675,basel3,Section XI,"Similar to bank holding companies, when BI figures for sub-consolidated or subsidiary banks
reach bucket 2, these banks are required to use loss experience in the standardised approach calculations.",sub-consolidated or subsidiary banks,required to use loss experience in the standardised approach calculations,when BI figures for sub-consolidated or subsidiary banks reach bucket 2,bucket 2,,,TRUE
OBL-0676,basel3,Section XI,"In case a subsidiary of a bank belonging to bucket 2 or higher does not meet the qualitative
standards for the use of the Loss Component, this subsidiary must calculate the standardised approach
capital requirements by applying 100% of the BI Component.",subsidiary of a bank belonging to bucket 2 or higher,must calculate the standardised approach capital requirements by applying 100% of the BI Component,does not meet the qualitative standards for the use of the Loss Component,100% of the BI Component,,,TRUE
OBL-0677,basel3,Section XI,"Banks with a BI greater than €1bn are required to use loss data as a direct input into the
operational risk capital calculations.",Banks,use loss data as a direct input into the operational risk capital calculations,with a BI greater than €1bn,€1bn,,,TRUE
OBL-0678,basel3,Section XI,"Banks which do not meet the loss data standards are required to hold capital that is at a minimum
equal to 100% of the BIC.",Banks which do not meet the loss data standards,are required to hold capital,do not meet the loss data standards,at a minimum equal to 100% of the BIC,,,TRUE
OBL-0679,basel3,Section XI,"The exclusion of internal loss data due to non-compliance with the loss data standards, and the
application of any resulting multipliers, must be publicly disclosed.",The regulated entity,must be publicly disclosed,"The exclusion of internal loss data due to non-compliance with the loss data standards, and the application of any resulting multipliers",,,,TRUE
OBL-0680,basel3,Section XI,"130 Basel III: Finalising post-crisis reforms
(a) Internally generated loss data calculations used for regulatory capital purposes must be based
on a 10-year observation period.",Internally generated loss data calculations used for regulatory capital purposes,must be based on a 10-year observation period,used for regulatory capital purposes,10-year observation period,,,TRUE
OBL-0681,basel3,Section XI,"Therefore, a bank must have
documented procedures and processes for the identification, collection and treatment of internal
loss data.",a bank,"must have documented procedures and processes for the identification, collection and treatment of internal loss data",,,,,TRUE
OBL-0682,basel3,Section XI,"Such procedures and processes must be subject to validation before the use of the loss
data within the operational risk capital requirement measurement methodology, and to regular
independent reviews by internal and/or external audit functions.",regulated entity,"must subject procedures and processes to validation before use of loss data within operational risk capital requirement measurement methodology, and to regular independent reviews by internal and/or external audit functions",before the use of the loss data within the operational risk capital requirement measurement methodology,,,,TRUE
OBL-0683,basel3,Section XI,The bank must document criteria for allocating losses to the specified event types.,The bank,must document criteria for allocating losses to the specified event types,,,,,TRUE
OBL-0684,basel3,Section XI,"(d) A bank’s internal loss data must be comprehensive and capture all material activities and
exposures from all appropriate subsystems and geographic locations.",A bank,internal loss data must be comprehensive and capture all material activities and exposures from all appropriate subsystems and geographic locations,,,,,TRUE
OBL-0685,basel3,Section XI,"(e) Aside from information on gross loss amounts, the bank must collect information about the
reference dates of operational risk events, including the date when the event happened or first
began (“date of occurrence”), where available;",the bank,"must collect information about the reference dates of operational risk events, including the date when the event happened or first began (""date of occurrence"")",where available,,,,TRUE
OBL-0686,basel3,Section XI,"In addition, the bank must collect information on recoveries of gross loss amounts
as well as descriptive information about the drivers or causes of the loss event.6 The level of detail
of any descriptive information should be commensurate with the size of the gross loss amount.",the bank,must collect information on recoveries of gross loss amounts as well as descriptive information about the drivers or causes of the loss event,the level of detail of any descriptive information should be commensurate with the size of the gross loss amount,,,,TRUE
OBL-0687,basel3,Section XI,"(h) Banks must have processes to independently review the comprehensiveness and accuracy of loss
data.",Banks,must have processes to independently review the comprehensiveness and accuracy of loss data,,,,,TRUE
OBL-0688,basel3,Section XI,"Banks must be able to identify the gross loss amounts, non-insurance recoveries, and insurance
recoveries for all operational loss events.",Banks,"must be able to identify the gross loss amounts, non-insurance recoveries, and insurance recoveries",for all operational loss events,,,,TRUE
OBL-0689,basel3,Section XI,"Verification of payments received to net losses
must be provided to supervisors upon request.",regulated entity,provide verification of payments received to net losses,upon request by supervisors,,,,TRUE
OBL-0690,basel3,Section XI,"The following items must be included in the gross loss computation of the loss data set:
(a) Direct charges, including impairments and settlements, to the bank’s P&L accounts and write-
downs due to the operational risk event;",the bank,"must include direct charges, including impairments and settlements, to the bank's P&L accounts and write-downs due to the operational risk event in the gross loss computation of the loss data set",when computing gross loss in the loss data set,,,,TRUE
OBL-0691,basel3,Section XI,Banks must use the date of accounting for building the loss data set.,Banks,must use the date of accounting for building the loss data set,for building the loss data set,,,,TRUE
OBL-0692,basel3,Section XI,"The bank must use a date
no later than the date of accounting for including losses related to legal events in the loss data set.",The bank,must use a date no later than the date of accounting,for including losses related to legal events in the loss data set,no later than the date of accounting,the date of accounting,,TRUE
OBL-0693,basel3,Section XI,"The total loss amount and number of exclusions must be disclosed under Pillar 3 with appropriate
narratives, including total loss amount and number of exclusions.",regulated entity,disclose the total loss amount and number of exclusions under Pillar 3 with appropriate narratives,under Pillar 3,,,,TRUE
OBL-0694,basel3,Section XI,Such exclusions must be disclosed under Pillar 3.,Such exclusions,must be disclosed under Pillar 3,Such exclusions,,,,TRUE
OBL-0695,basel3,Section XI,"Losses and the measurement of the BI must include losses and BI items that result from
acquisitions of relevant business and mergers.",Losses and the measurement of the BI,must include losses and BI items that result from acquisitions of relevant business and mergers,measurement of losses and BI,,,,TRUE
OBL-0696,basel3,Section XI,"All banks with a BI greater than €1bn, or which use internal loss data in the calculation of
operational risk capital, are required to disclose their annual loss data for each of the ten years in the ILM
calculation window.",All banks,are required to disclose their annual loss data for each of the ten years in the ILM calculation window,"with a BI greater than €1bn, or which use internal loss data in the calculation of operational risk capital",BI greater than €1bn,annual,,TRUE
OBL-0697,basel3,Section XI,"Loss data
is required to be reported on both a gross basis and after recoveries and loss exclusions.",Loss data,report loss data on both a gross basis and after recoveries and loss exclusions,,,,,TRUE
OBL-0698,basel3,Section XI,"The output floor will ensure that banks’ capital requirements do not fall below a certain percentage of
capital requirements derived under standardised approaches.",banks,capital requirements do not fall below a certain percentage of capital requirements derived under standardised approaches,The output floor will ensure,a certain percentage,,,TRUE
OBL-0699,basel3,Section XI,"As set out in the Basel III framework, banks must meet the following capital requirements:
• Common Equity Tier 1 must be at least 4.5% of risk-weighted assets at all times.",banks,must meet the following capital requirements: Common Equity Tier 1 must be at least 4.5% of risk-weighted assets,As set out in the Basel III framework,at least 4.5% of risk-weighted assets,at all times,,TRUE
OBL-0700,basel3,Section XI,• Tier 1 capital must be at least 6.0% of risk-weighted assets at all times.,Tier 1 capital,must be at least 6.0% of risk-weighted assets,at all times,6.0%,,,TRUE
OBL-0701,basel3,Section XI,"• Total Capital (Tier 1 capital and Tier 2 capital) must be at least 8.0% of risk-weighted assets at all
times.1
3.",regulated entity,must maintain Total Capital (Tier 1 capital and Tier 2 capital) at specified percentage of risk-weighted assets,at all times,at least 8.0% of risk-weighted assets,,,TRUE
OBL-0702,basel3,Section XI,"The risk-weighted assets that banks must use to determine compliance with the requirements set
out in paragraphs 2 to 3 above must be calculated as the maximum of: (i) the total risk-weighted assets
calculated using the approaches that the bank has supervisory approval to use in accordance with the
Basel capital framework (including both standardised and internally-modelled based approaches);",banks,must use risk-weighted assets calculated as the maximum of total risk-weighted assets using supervisory approved approaches to determine compliance with requirements in paragraphs 2 to 3,when determining compliance with the requirements set out in paragraphs 2 to 3,maximum of total risk-weighted assets calculated using approved approaches,,,TRUE
OBL-0703,basel3,Section XI,"The standardised approaches to be used when calculating the output floor described in
paragraph 4 are as follows:
• Credit risk: the standardised approach for credit risk.4 When calculating the degree of credit risk
mitigation, banks must use the carrying value when applying the simple approach or the
1 The Basel III framework is available at www.bis.org/publ/bcbs189.pdf.",banks,must use the carrying value when applying the simple approach or the,when calculating the degree of credit risk mitigation using the standardised approach for credit risk in the output floor calculation,,,,TRUE
OBL-0704,basel3,Section XI,"• Counterparty credit risk: to calculate the exposure for derivatives, banks must use the
standardised approach for measuring counterparty credit risk (SA-CCR).",banks,must use the standardised approach for measuring counterparty credit risk (SA-CCR),to calculate the exposure for derivatives,,,,TRUE
OBL-0705,basel3,Section XI,"The exposure amounts
must then be multiplied by the relevant borrower risk weight using the standardised approach
for credit risk to calculate RWA under the standardised approach for credit risk.",The regulated entity,must multiply the exposure amounts by the relevant borrower risk weight using the standardised approach for credit risk to calculate RWA under the standardised approach for credit risk,,,,,TRUE
